image_filename,absolute_time_GMT_seconds,relative_time_seconds,distance_to_centerline_meters,distance_to_centerline_NORMALIZED,downtrack_position_meters,downtrack_position_NORMALIZED,heading_error_degrees,heading_error_NORMALIZED,period_of_day,cloud_type
MWH_Runway04_morning_overcast_1_414.png,59774.417969,100.570312,6.139971,0.613997,561.441048,0.188277,-4.933812,-0.164460,0,4
MWH_Runway04_morning_overcast_1_415.png,59774.656250,100.808594,6.033620,0.603362,562.701373,0.188699,-6.050568,-0.201686,0,4
MWH_Runway04_morning_overcast_1_416.png,59774.906250,101.058594,5.895383,0.589538,564.006129,0.189137,-7.208905,-0.240297,0,4
MWH_Runway04_morning_overcast_1_417.png,59775.152344,101.304688,5.729238,0.572924,565.302875,0.189572,-8.364068,-0.278802,0,4
MWH_Runway04_morning_overcast_1_418.png,59775.402344,101.554688,5.550548,0.555055,566.523306,0.189981,-9.451402,-0.315047,0,4
MWH_Runway04_morning_overcast_1_419.png,59775.636719,101.789062,5.361835,0.536183,567.657210,0.190361,-10.464833,-0.348828,0,4
MWH_Runway04_morning_overcast_1_420.png,59775.941406,102.093750,5.048896,0.504890,569.312589,0.190916,-11.952039,-0.398401,0,4
MWH_Runway04_morning_overcast_1_421.png,59776.183594,102.335938,4.768277,0.476828,570.628152,0.191358,-13.136380,-0.437879,0,4
MWH_Runway04_morning_overcast_1_422.png,59776.425781,102.578125,4.482189,0.448219,571.850840,0.191768,-14.239102,-0.474637,0,4
MWH_Runway04_morning_overcast_1_423.png,59776.667969,102.820312,4.212588,0.421259,572.909864,0.192123,-15.201222,-0.506707,0,4
MWH_Runway04_morning_overcast_1_424.png,59776.914062,103.066406,3.843051,0.384305,574.289028,0.192585,-16.458730,-0.548624,0,4
MWH_Runway04_morning_overcast_1_425.png,59777.148438,103.300781,3.547893,0.354789,575.303267,0.192925,-17.394307,-0.579810,0,4
MWH_Runway04_morning_overcast_1_426.png,59777.402344,103.554688,3.136037,0.313604,576.620807,0.193367,-18.614270,-0.620476,0,4
MWH_Runway04_morning_overcast_1_427.png,59777.667969,103.820312,2.716191,0.271619,577.855684,0.193781,-19.765660,-0.658855,0,4
MWH_Runway04_morning_overcast_1_428.png,59777.886719,104.039062,2.302190,0.230219,579.015421,0.194170,-20.753964,-0.691799,0,4
MWH_Runway04_morning_overcast_1_429.png,59778.132812,104.285156,1.843290,0.184329,580.251119,0.194585,-21.467953,-0.715598,0,4
MWH_Runway04_morning_overcast_1_430.png,59778.363281,104.515625,1.427890,0.142789,581.325711,0.194945,-21.886533,-0.729551,0,4
MWH_Runway04_morning_overcast_1_431.png,59778.582031,104.734375,1.048352,0.104835,582.303433,0.195273,-22.152730,-0.738424,0,4
MWH_Runway04_morning_overcast_1_432.png,59778.851562,105.003906,0.514293,0.051429,583.643859,0.195722,-22.404645,-0.746821,0,4
MWH_Runway04_morning_overcast_1_433.png,59779.097656,105.250000,0.086199,0.008620,584.709340,0.196080,-22.540234,-0.751341,0,4
MWH_Runway04_morning_overcast_1_434.png,59779.320312,105.472656,-0.351735,-0.035173,585.808630,0.196448,-22.542020,-0.751401,0,4
MWH_Runway04_morning_overcast_1_435.png,59779.578125,105.730469,-0.789015,-0.078901,586.920408,0.196821,-22.205304,-0.740177,0,4
MWH_Runway04_morning_overcast_1_436.png,59779.804688,105.957031,-1.240278,-0.124028,588.091869,0.197214,-21.603253,-0.720108,0,4
MWH_Runway04_morning_overcast_1_437.png,59780.035156,106.187500,-1.608260,-0.160826,589.080288,0.197545,-20.973973,-0.699132,0,4
MWH_Runway04_morning_overcast_1_438.png,59780.292969,106.445312,-2.040725,-0.204072,590.272452,0.197945,-20.116071,-0.670536,0,4
MWH_Runway04_morning_overcast_1_439.png,59780.527344,106.679688,-2.463333,-0.246333,591.524578,0.198365,-19.147847,-0.638262,0,4
MWH_Runway04_morning_overcast_1_440.png,59780.753906,106.906250,-2.812424,-0.281242,592.593869,0.198724,-18.280782,-0.609359,0,4
MWH_Runway04_morning_overcast_1_441.png,59780.984375,107.136719,-3.110195,-0.311019,593.558152,0.199047,-17.486089,-0.582870,0,4
MWH_Runway04_morning_overcast_1_442.png,59781.222656,107.375000,-3.476500,-0.347650,594.812221,0.199468,-16.438420,-0.547947,0,4
MWH_Runway04_morning_overcast_1_443.png,59781.480469,107.632812,-3.773190,-0.377319,595.902290,0.199833,-15.523549,-0.517452,0,4
MWH_Runway04_morning_overcast_1_444.png,59781.738281,107.890625,-4.096372,-0.409637,597.163266,0.200256,-14.460324,-0.482011,0,4
MWH_Runway04_morning_overcast_1_445.png,59781.976562,108.128906,-4.360187,-0.436019,598.274524,0.200629,-13.524060,-0.450802,0,4
MWH_Runway04_morning_overcast_1_446.png,59782.214844,108.367188,-4.629025,-0.462903,599.499975,0.201040,-12.492001,-0.416400,0,4
MWH_Runway04_morning_overcast_1_447.png,59782.449219,108.601562,-4.861591,-0.486159,600.648085,0.201425,-11.527158,-0.384239,0,4
MWH_Runway04_morning_overcast_1_448.png,59782.679688,108.832031,-5.067310,-0.506731,601.772188,0.201802,-10.582753,-0.352758,0,4
MWH_Runway04_morning_overcast_1_449.png,59782.921875,109.074219,-5.251711,-0.525171,602.906782,0.202182,-9.628274,-0.320942,0,4
MWH_Runway04_morning_overcast_1_450.png,59783.160156,109.312500,-5.420730,-0.542073,604.066840,0.202571,-8.655770,-0.288526,0,4
MWH_Runway04_morning_overcast_1_451.png,59783.394531,109.546875,-5.559094,-0.555909,605.123887,0.202926,-7.768941,-0.258965,0,4
MWH_Runway04_morning_overcast_1_452.png,59783.640625,109.792969,-5.703528,-0.570353,606.356882,0.203339,-6.737901,-0.224597,0,4
MWH_Runway04_morning_overcast_1_453.png,59783.871094,110.023438,-5.808532,-0.580853,607.421043,0.203696,-5.848134,-0.194938,0,4
MWH_Runway04_morning_overcast_1_454.png,59784.121094,110.273438,-5.905287,-0.590529,608.654598,0.204110,-4.820428,-0.160681,0,4
MWH_Runway04_morning_overcast_1_455.png,59784.367188,110.519531,-5.975775,-0.597578,609.818055,0.204500,-3.850823,-0.128361,0,4
MWH_Runway04_morning_overcast_1_456.png,59784.628906,110.781250,-6.036783,-0.603678,611.209488,0.204966,-2.689771,-0.089659,0,4
MWH_Runway04_morning_overcast_1_457.png,59784.863281,111.015625,-6.068159,-0.606816,612.244751,0.205313,-1.827512,-0.060917,0,4
MWH_Runway04_morning_overcast_1_458.png,59785.113281,111.265625,-6.085500,-0.608550,613.501643,0.205735,-0.781155,-0.026039,0,4
MWH_Runway04_morning_overcast_1_459.png,59785.363281,111.515625,-6.073308,-0.607331,614.750882,0.206154,0.257968,0.008599,0,4
MWH_Runway04_morning_overcast_1_460.png,59785.613281,111.765625,-6.043398,-0.604340,615.895037,0.206538,1.211326,0.040378,0,4
MWH_Runway04_morning_overcast_1_461.png,59785.871094,112.023438,-5.985302,-0.598530,617.227704,0.206984,2.324863,0.077495,0,4
MWH_Runway04_morning_overcast_1_462.png,59786.105469,112.257812,-5.914714,-0.591471,618.355376,0.207363,3.265506,0.108850,0,4
MWH_Runway04_morning_overcast_1_463.png,59786.335938,112.488281,-5.821333,-0.582133,619.545083,0.207762,4.260535,0.142018,0,4
MWH_Runway04_morning_overcast_1_464.png,59786.605469,112.757812,-5.708835,-0.570884,620.714852,0.208154,5.243896,0.174797,0,4
MWH_Runway04_morning_overcast_1_465.png,59786.867188,113.019531,-5.554896,-0.555490,622.034565,0.208596,6.352805,0.211760,0,4
MWH_Runway04_morning_overcast_1_466.png,59787.121094,113.273438,-5.393657,-0.539366,623.236911,0.209000,7.366248,0.245542,0,4
MWH_Runway04_morning_overcast_1_467.png,59787.382812,113.535156,-5.205722,-0.520572,624.482455,0.209417,8.416526,0.280551,0,4
MWH_Runway04_morning_overcast_1_468.png,59787.664062,113.816406,-4.972201,-0.497220,625.852069,0.209877,9.572547,0.319085,0,4
MWH_Runway04_morning_overcast_1_469.png,59787.890625,114.042969,-4.765503,-0.476550,626.930776,0.210238,10.486903,0.349563,0,4
MWH_Runway04_morning_overcast_1_470.png,59788.164062,114.316406,-4.487159,-0.448716,628.258032,0.210683,11.618610,0.387287,0,4
MWH_Runway04_morning_overcast_1_471.png,59788.417969,114.570312,-4.177080,-0.417708,629.608064,0.211136,12.775691,0.425856,0,4
MWH_Runway04_morning_overcast_1_472.png,59788.644531,114.796875,-3.908870,-0.390887,630.694855,0.211501,13.708114,0.456937,0,4
MWH_Runway04_morning_overcast_1_473.png,59788.894531,115.046875,-3.614618,-0.361462,631.812356,0.211875,14.671775,0.489059,0,4
MWH_Runway04_morning_overcast_1_474.png,59789.125000,115.277344,-3.325835,-0.332583,632.836983,0.212219,15.556613,0.518554,0,4
MWH_Runway04_morning_overcast_1_475.png,59789.359375,115.511719,-2.948567,-0.294857,634.093394,0.212640,16.646518,0.554884,0,4
MWH_Runway04_morning_overcast_1_476.png,59789.585938,115.738281,-2.617799,-0.261780,635.126515,0.212987,17.547809,0.584927,0,4
MWH_Runway04_morning_overcast_1_477.png,59789.835938,115.988281,-2.254643,-0.225464,636.194901,0.213345,18.488837,0.616295,0,4
MWH_Runway04_morning_overcast_1_478.png,59790.089844,116.242188,-1.790718,-0.179072,637.484656,0.213778,19.627979,0.654266,0,4
MWH_Runway04_morning_overcast_1_479.png,59790.332031,116.484375,-1.360263,-0.136026,638.613359,0.214156,20.568156,0.685605,0,4
MWH_Runway04_morning_overcast_1_480.png,59790.593750,116.746094,-0.905802,-0.090580,639.768908,0.214544,21.203307,0.706777,0,4
MWH_Runway04_morning_overcast_1_481.png,59790.851562,117.003906,-0.434576,-0.043458,640.941295,0.214937,21.608741,0.720291,0,4
MWH_Runway04_morning_overcast_1_482.png,59791.082031,117.234375,0.004411,0.000441,642.011213,0.215296,21.836578,0.727886,0,4
MWH_Runway04_morning_overcast_1_483.png,59791.324219,117.476562,0.486949,0.048695,643.201335,0.215695,21.757526,0.725251,0,4
MWH_Runway04_morning_overcast_1_484.png,59791.550781,117.703125,0.878240,0.087824,644.176922,0.216022,21.405303,0.713510,0,4
MWH_Runway04_morning_overcast_1_485.png,59791.792969,117.945312,1.345153,0.134515,645.348618,0.216415,20.771636,0.692388,0,4
MWH_Runway04_morning_overcast_1_486.png,59792.035156,118.187500,1.810124,0.181012,646.576619,0.216826,19.945789,0.664860,0,4
MWH_Runway04_morning_overcast_1_487.png,59792.281250,118.433594,2.214462,0.221446,647.708215,0.217206,19.089263,0.636309,0,4
MWH_Runway04_morning_overcast_1_488.png,59792.507812,118.660156,2.602690,0.260269,648.835462,0.217584,18.179130,0.605971,0,4
MWH_Runway04_morning_overcast_1_489.png,59792.742188,118.894531,2.981564,0.298156,649.982441,0.217969,17.222987,0.574100,0,4
MWH_Runway04_morning_overcast_1_490.png,59792.976562,119.128906,3.328945,0.332895,651.099606,0.218343,16.269599,0.542320,0,4
MWH_Runway04_morning_overcast_1_491.png,59793.218750,119.371094,3.629527,0.362953,652.127892,0.218688,15.381561,0.512719,0,4
MWH_Runway04_morning_overcast_1_492.png,59793.472656,119.625000,3.973434,0.397343,653.377191,0.219107,14.297473,0.476582,0,4
MWH_Runway04_morning_overcast_1_493.png,59793.714844,119.867188,4.275507,0.427551,654.550790,0.219501,13.277797,0.442593,0,4
MWH_Runway04_morning_overcast_1_494.png,59794.003906,120.156250,4.611068,0.461107,655.979210,0.219980,12.039268,0.401309,0,4
MWH_Runway04_morning_overcast_1_495.png,59794.246094,120.398438,4.891036,0.489104,657.290803,0.220419,10.900474,0.363349,0,4
MWH_Runway04_morning_overcast_1_496.png,59794.468750,120.621094,5.111249,0.511125,658.417675,0.220797,9.923782,0.330793,0,4
MWH_Runway04_morning_overcast_1_497.png,59794.703125,120.855469,5.316826,0.531683,659.591739,0.221191,8.903182,0.296773,0,4
MWH_Runway04_morning_overcast_1_498.png,59794.949219,121.101562,5.486748,0.548675,660.668093,0.221552,7.972964,0.265765,0,4
MWH_Runway04_morning_overcast_1_499.png,59795.199219,121.351562,5.660122,0.566012,661.927228,0.221974,6.883949,0.229465,0,4
MWH_Runway04_morning_overcast_1_500.png,59795.433594,121.585938,5.811448,0.581145,663.196984,0.222400,5.790599,0.193020,0,4
MWH_Runway04_morning_overcast_1_501.png,59795.671875,121.824219,5.926223,0.592622,664.363580,0.222791,4.785434,0.159514,0,4
MWH_Runway04_morning_overcast_1_502.png,59795.914062,122.066406,6.028153,0.602815,665.588271,0.223202,3.730346,0.124345,0,4
MWH_Runway04_morning_overcast_1_503.png,59796.152344,122.304688,6.102401,0.610240,666.704145,0.223576,2.767554,0.092252,0,4
MWH_Runway04_morning_overcast_1_504.png,59796.386719,122.539062,6.161711,0.616171,668.001622,0.224011,1.642764,0.054759,0,4
MWH_Runway04_morning_overcast_1_505.png,59796.628906,122.781250,6.199442,0.619944,669.201876,0.224414,0.604324,0.020144,0,4
MWH_Runway04_morning_overcast_1_506.png,59796.867188,123.019531,6.217328,0.621733,670.443180,0.224830,-0.466180,-0.015539,0,4
MWH_Runway04_morning_overcast_1_507.png,59797.121094,123.273438,6.207641,0.620764,671.729605,0.225261,-1.573632,-0.052454,0,4
MWH_Runway04_morning_overcast_1_508.png,59797.367188,123.519531,6.171015,0.617102,672.979870,0.225681,-2.651398,-0.088380,0,4
MWH_Runway04_morning_overcast_1_509.png,59797.593750,123.746094,6.120858,0.612086,674.088200,0.226052,-3.607552,-0.120252,0,4
MWH_Runway04_morning_overcast_1_510.png,59797.812500,123.964844,6.058642,0.605864,675.106138,0.226394,-4.492196,-0.149740,0,4
MWH_Runway04_morning_overcast_1_511.png,59798.066406,124.218750,5.963101,0.596310,676.304504,0.226796,-5.538411,-0.184614,0,4
MWH_Runway04_morning_overcast_1_512.png,59798.296875,124.449219,5.837223,0.583722,677.565241,0.227218,-6.644074,-0.221469,0,4
MWH_Runway04_morning_overcast_1_513.png,59798.562500,124.714844,5.696038,0.569604,678.766910,0.227621,-7.699628,-0.256654,0,4
MWH_Runway04_morning_overcast_1_514.png,59798.812500,124.964844,5.524591,0.552459,679.997348,0.228034,-8.783509,-0.292784,0,4
MWH_Runway04_morning_overcast_1_515.png,59799.042969,125.195312,5.325814,0.532581,681.265867,0.228459,-9.904740,-0.330158,0,4
MWH_Runway04_morning_overcast_1_516.png,59799.289062,125.441406,5.124985,0.512498,682.436752,0.228852,-10.937466,-0.364582,0,4
MWH_Runway04_morning_overcast_1_517.png,59799.527344,125.679688,4.903247,0.490325,683.616673,0.229248,-11.980000,-0.399333,0,4
MWH_Runway04_morning_overcast_1_518.png,59799.750000,125.902344,4.668722,0.466872,684.727315,0.229620,-12.969518,-0.432317,0,4
MWH_Runway04_morning_overcast_1_519.png,59799.980469,126.132812,4.430035,0.443003,685.770061,0.229970,-13.902951,-0.463432,0,4
MWH_Runway04_morning_overcast_1_520.png,59800.222656,126.375000,4.141820,0.414182,686.928718,0.230358,-14.945607,-0.498187,0,4
MWH_Runway04_morning_overcast_1_521.png,59800.464844,126.617188,3.815539,0.381554,688.153813,0.230769,-16.043423,-0.534781,0,4
MWH_Runway04_morning_overcast_1_522.png,59800.691406,126.843750,3.505260,0.350526,689.229321,0.231130,-17.010709,-0.567024,0,4
MWH_Runway04_morning_overcast_1_523.png,59800.949219,127.101562,3.147561,0.314756,690.391001,0.231519,-18.059544,-0.601985,0,4
MWH_Runway04_morning_overcast_1_524.png,59801.218750,127.371094,2.765538,0.276554,691.566476,0.231914,-19.128239,-0.637608,0,4
MWH_Runway04_morning_overcast_1_525.png,59801.468750,127.621094,2.357641,0.235764,692.737806,0.232306,-20.199590,-0.673320,0,4
MWH_Runway04_morning_overcast_1_526.png,59801.687500,127.839844,1.986653,0.198665,693.750514,0.232646,-20.958394,-0.698613,0,4
MWH_Runway04_morning_overcast_1_527.png,59801.949219,128.101562,1.521164,0.152116,694.988694,0.233061,-21.563069,-0.718769,0,4
MWH_Runway04_morning_overcast_1_528.png,59802.195312,128.347656,1.041599,0.104160,696.226389,0.233476,-21.935803,-0.731193,0,4
MWH_Runway04_morning_overcast_1_529.png,59802.421875,128.574219,0.628962,0.062896,697.283731,0.233831,-22.142690,-0.738090,0,4
MWH_Runway04_morning_overcast_1_530.png,59802.652344,128.804688,0.212012,0.021201,698.340383,0.234185,-22.282773,-0.742759,0,4
MWH_Runway04_morning_overcast_1_531.png,59802.863281,129.015625,-0.123616,-0.012362,699.176527,0.234466,-22.347096,-0.744903,0,4
MWH_Runway04_morning_overcast_1_532.png,59803.136719,129.289062,-0.645391,-0.064539,700.506535,0.234912,-22.057187,-0.735240,0,4
MWH_Runway04_morning_overcast_1_533.png,59803.367188,129.519531,-1.026796,-0.102680,701.506959,0.235247,-21.586140,-0.719538,0,4
MWH_Runway04_morning_overcast_1_534.png,59803.613281,129.765625,-1.495534,-0.149553,702.776464,0.235673,-20.793080,-0.693103,0,4
MWH_Runway04_morning_overcast_1_535.png,59803.851562,130.003906,-1.899939,-0.189994,703.909432,0.236053,-19.969769,-0.665659,0,4
MWH_Runway04_morning_overcast_1_536.png,59804.109375,130.261719,-2.297830,-0.229783,705.073519,0.236443,-19.062573,-0.635419,0,4
MWH_Runway04_morning_overcast_1_537.png,59804.359375,130.511719,-2.684894,-0.268489,706.269417,0.236844,-18.096280,-0.603209,0,4
MWH_Runway04_morning_overcast_1_538.png,59804.597656,130.750000,-3.027545,-0.302755,707.403431,0.237224,-17.159344,-0.571978,0,4
MWH_Runway04_morning_overcast_1_539.png,59804.804688,130.957031,-3.319772,-0.331977,708.426985,0.237568,-16.298283,-0.543276,0,4
MWH_Runway04_morning_overcast_1_540.png,59805.046875,131.199219,-3.637931,-0.363793,709.573768,0.237952,-15.319089,-0.510636,0,4
MWH_Runway04_morning_overcast_1_541.png,59805.273438,131.425781,-3.912573,-0.391257,710.653215,0.238314,-14.401784,-0.480059,0,4
MWH_Runway04_morning_overcast_1_542.png,59805.507812,131.660156,-4.200285,-0.420029,711.891566,0.238730,-13.354573,-0.445152,0,4
MWH_Runway04_morning_overcast_1_543.png,59805.750000,131.902344,-4.434324,-0.443432,712.988133,0.239097,-12.431516,-0.414384,0,4
MWH_Runway04_morning_overcast_1_544.png,59805.996094,132.148438,-4.677699,-0.467770,714.198202,0.239503,-11.414540,-0.380485,0,4
MWH_Runway04_morning_overcast_1_545.png,59806.261719,132.414062,-4.916409,-0.491641,715.555862,0.239958,-10.281342,-0.342711,0,4
MWH_Runway04_morning_overcast_1_546.png,59806.484375,132.636719,-5.114215,-0.511422,716.796230,0.240374,-9.248292,-0.308276,0,4
MWH_Runway04_morning_overcast_1_547.png,59806.750000,132.902344,-5.284448,-0.528445,717.991478,0.240775,-8.255460,-0.275182,0,4
MWH_Runway04_morning_overcast_1_548.png,59807.003906,133.156250,-5.443107,-0.544311,719.291192,0.241211,-7.181180,-0.239373,0,4
MWH_Runway04_morning_overcast_1_549.png,59807.277344,133.429688,-5.605299,-0.560530,720.850414,0.241734,-5.893849,-0.196462,0,4
MWH_Runway04_morning_overcast_1_550.png,59807.535156,133.687500,-5.706534,-0.570653,722.056714,0.242138,-4.901265,-0.163375,0,4
MWH_Runway04_morning_overcast_1_551.png,59807.792969,133.945312,-5.799017,-0.579902,723.512104,0.242626,-3.711964,-0.123732,0,4
MWH_Runway04_morning_overcast_1_552.png,59808.058594,134.210938,-5.858978,-0.585898,724.841782,0.243072,-2.625222,-0.087507,0,4
MWH_Runway04_morning_overcast_1_553.png,59808.296875,134.449219,-5.892898,-0.589290,726.202171,0.243529,-1.515088,-0.050503,0,4
MWH_Runway04_morning_overcast_1_554.png,59808.511719,134.664062,-5.900007,-0.590001,727.351011,0.243914,-0.577809,-0.019260,0,4
MWH_Runway04_morning_overcast_1_555.png,59808.750000,134.902344,-5.889197,-0.588920,728.608874,0.244336,0.449790,0.014993,0,4
MWH_Runway04_morning_overcast_1_556.png,59808.964844,135.117188,-5.865501,-0.586550,729.587499,0.244664,1.246867,0.041562,0,4
MWH_Runway04_morning_overcast_1_557.png,59809.250000,135.402344,-5.794826,-0.579483,731.184022,0.245199,2.547725,0.084924,0,4
MWH_Runway04_morning_overcast_1_558.png,59809.484375,135.636719,-5.720654,-0.572065,732.333499,0.245585,3.484637,0.116155,0,4
MWH_Runway04_morning_overcast_1_559.png,59809.710938,135.863281,-5.610642,-0.561064,733.701020,0.246043,4.600631,0.153354,0,4
MWH_Runway04_morning_overcast_1_560.png,59809.964844,136.117188,-5.484947,-0.548495,734.959594,0.246465,5.628310,0.187610,0,4
MWH_Runway04_morning_overcast_1_561.png,59810.230469,136.382812,-5.324494,-0.532449,736.310427,0.246918,6.731513,0.224384,0,4
MWH_Runway04_morning_overcast_1_562.png,59810.460938,136.613281,-5.137270,-0.513727,737.670855,0.247375,7.845409,0.261514,0,4
MWH_Runway04_morning_overcast_1_563.png,59810.687500,136.839844,-4.972967,-0.497297,738.721541,0.247727,8.707751,0.290258,0,4
MWH_Runway04_morning_overcast_1_564.png,59810.949219,137.101562,-4.730168,-0.473017,740.105025,0.248191,9.848521,0.328284,0,4
MWH_Runway04_morning_overcast_1_565.png,59811.179688,137.332031,-4.483485,-0.448348,741.375903,0.248617,10.895942,0.363198,0,4
MWH_Runway04_morning_overcast_1_566.png,59811.402344,137.554688,-4.247161,-0.424716,742.507125,0.248996,11.833850,0.394462,0,4
MWH_Runway04_morning_overcast_1_567.png,59811.648438,137.800781,-3.944082,-0.394408,743.840112,0.249443,12.938811,0.431294,0,4
MWH_Runway04_morning_overcast_1_568.png,59811.914062,138.066406,-3.606504,-0.360650,745.178626,0.249892,14.055042,0.468501,0,4
MWH_Runway04_morning_overcast_1_569.png,59812.175781,138.328125,-3.232878,-0.323288,746.540607,0.250349,15.197070,0.506569,0,4
MWH_Runway04_morning_overcast_1_570.png,59812.417969,138.570312,-2.858131,-0.285813,747.807230,0.250774,16.265212,0.542174,0,4
MWH_Runway04_morning_overcast_1_571.png,59812.679688,138.832031,-2.434960,-0.243496,749.147071,0.251223,17.400367,0.580012,0,4
MWH_Runway04_morning_overcast_1_572.png,59812.925781,139.078125,-2.015465,-0.201547,750.404939,0.251645,18.473193,0.615773,0,4
MWH_Runway04_morning_overcast_1_573.png,59813.175781,139.328125,-1.562853,-0.156285,751.676959,0.252071,19.561687,0.652056,0,4
MWH_Runway04_morning_overcast_1_574.png,59813.425781,139.578125,-1.090229,-0.109023,752.934492,0.252493,20.561145,0.685372,0,4
MWH_Runway04_morning_overcast_1_575.png,59813.671875,139.824219,-0.581388,-0.058139,754.242057,0.252932,21.228927,0.707631,0,4
MWH_Runway04_morning_overcast_1_576.png,59813.917969,140.070312,-0.073369,-0.007337,755.510567,0.253357,21.628879,0.720963,0,4
MWH_Runway04_morning_overcast_1_577.png,59814.164062,140.316406,0.443032,0.044303,756.787497,0.253785,21.734641,0.724488,0,4
MWH_Runway04_morning_overcast_1_578.png,59814.390625,140.542969,0.869082,0.086908,757.855343,0.254143,21.477630,0.715921,0,4
MWH_Runway04_morning_overcast_1_579.png,59814.640625,140.792969,1.387443,0.138744,759.169740,0.254584,20.881122,0.696037,0,4
MWH_Runway04_morning_overcast_1_580.png,59814.855469,141.007812,1.805278,0.180528,760.255730,0.254948,20.229263,0.674309,0,4
MWH_Runway04_morning_overcast_1_581.png,59815.074219,141.226562,2.213761,0.221376,761.361453,0.255319,19.466426,0.648881,0,4
MWH_Runway04_morning_overcast_1_582.png,59815.320312,141.472656,2.598890,0.259889,762.452819,0.255685,18.649150,0.621638,0,4
MWH_Runway04_morning_overcast_1_583.png,59815.601562,141.753906,3.081555,0.308156,763.890650,0.256167,17.498836,0.583295,0,4
MWH_Runway04_morning_overcast_1_584.png,59815.867188,142.019531,3.525653,0.352565,765.315226,0.256645,16.312343,0.543745,0,4
MWH_Runway04_morning_overcast_1_585.png,59816.097656,142.250000,3.872398,0.387240,766.513673,0.257047,15.293204,0.509773,0,4
MWH_Runway04_morning_overcast_1_586.png,59816.347656,142.500000,4.243747,0.424375,767.878827,0.257505,14.110763,0.470359,0,4
MWH_Runway04_morning_overcast_1_587.png,59816.554688,142.707031,4.531819,0.453182,769.018337,0.257887,13.118118,0.437271,0,4
MWH_Runway04_morning_overcast_1_588.png,59816.828125,142.980469,4.856309,0.485631,770.421984,0.258357,11.895374,0.396512,0,4
MWH_Runway04_morning_overcast_1_589.png,59817.066406,143.218750,5.118693,0.511869,771.677685,0.258779,10.806487,0.360216,0,4
MWH_Runway04_morning_overcast_1_590.png,59817.308594,143.460938,5.363751,0.536375,772.964226,0.259210,9.691455,0.323049,0,4
MWH_Runway04_morning_overcast_1_591.png,59817.574219,143.726562,5.581144,0.558114,774.235720,0.259636,8.583675,0.286122,0,4
MWH_Runway04_morning_overcast_1_592.png,59817.800781,143.953125,5.785375,0.578537,775.605949,0.260096,7.389804,0.246327,0,4
MWH_Runway04_morning_overcast_1_593.png,59818.023438,144.175781,5.936926,0.593693,776.774897,0.260488,6.368800,0.212293,0,4
MWH_Runway04_morning_overcast_1_594.png,59818.269531,144.421875,6.086963,0.608696,778.113446,0.260937,5.199176,0.173306,0,4
MWH_Runway04_morning_overcast_1_595.png,59818.511719,144.664062,6.191807,0.619181,779.253682,0.261319,4.202228,0.140074,0,4
MWH_Runway04_morning_overcast_1_596.png,59818.726562,144.878906,6.287893,0.628789,780.553513,0.261755,3.074668,0.102489,0,4
MWH_Runway04_morning_overcast_1_597.png,59818.980469,145.132812,6.357528,0.635753,781.803107,0.262174,1.986961,0.066232,0,4
MWH_Runway04_morning_overcast_1_598.png,59819.238281,145.390625,6.405375,0.640537,783.150055,0.262626,0.817558,0.027252,0,4
MWH_Runway04_morning_overcast_1_599.png,59819.496094,145.648438,6.422325,0.642232,784.607052,0.263114,-0.449101,-0.014970,0,4
MWH_Runway04_morning_overcast_1_600.png,59819.730469,145.882812,6.409464,0.640946,785.891199,0.263545,-1.564149,-0.052138,0,4
MWH_Runway04_morning_overcast_1_601.png,59819.972656,146.125000,6.368058,0.636806,787.248619,0.264000,-2.739751,-0.091325,0,4
MWH_Runway04_morning_overcast_1_602.png,59820.214844,146.367188,6.314334,0.631433,788.428915,0.264396,-3.762578,-0.125419,0,4
MWH_Runway04_morning_overcast_1_603.png,59820.476562,146.628906,6.217128,0.621713,789.864087,0.264877,-5.012311,-0.167077,0,4
MWH_Runway04_morning_overcast_1_604.png,59820.730469,146.882812,6.094366,0.609437,791.254474,0.265344,-6.225201,-0.207507,0,4
MWH_Runway04_morning_overcast_1_605.png,59820.960938,147.113281,5.938655,0.593865,792.657275,0.265814,-7.452134,-0.248404,0,4
MWH_Runway04_morning_overcast_1_606.png,59821.175781,147.328125,5.819800,0.581980,793.620141,0.266137,-8.292352,-0.276412,0,4
MWH_Runway04_morning_overcast_1_607.png,59821.445312,147.597656,5.589264,0.558926,795.180799,0.266660,-9.665055,-0.322169,0,4
MWH_Runway04_morning_overcast_1_608.png,59821.683594,147.835938,5.365191,0.536519,796.491266,0.267100,-10.827977,-0.360933,0,4
MWH_Runway04_morning_overcast_1_609.png,59821.917969,148.070312,5.124429,0.512443,797.751291,0.267522,-11.944325,-0.398144,0,4
MWH_Runway04_morning_overcast_1_610.png,59822.140625,148.292969,4.868117,0.486812,798.959288,0.267927,-13.013791,-0.433793,0,4
MWH_Runway04_morning_overcast_1_611.png,59822.375000,148.527344,4.612031,0.461203,800.066477,0.268299,-13.998456,-0.466615,0,4
MWH_Runway04_morning_overcast_1_612.png,59822.628906,148.781250,4.264056,0.426406,801.449094,0.268762,-15.226971,-0.507566,0,4
MWH_Runway04_morning_overcast_1_613.png,59822.843750,148.996094,3.980621,0.398062,802.500595,0.269115,-16.165631,-0.538854,0,4
MWH_Runway04_morning_overcast_1_614.png,59823.109375,149.261719,3.558458,0.355846,803.959789,0.269604,-17.481961,-0.582732,0,4
